file_name_actual,last updated,file_name,file_date,title,category,subcategory,tags,source_file_type,xfile_type,gfile_url,xfile_github_download_url,pdf_gdrive_url,pdf_github_url,conversion_input_file_type,conversion,license,tokens,words,notes,summary_short,h1_count
FLSP_pilot-data_summary.md,2026-01-25,FLSP_pilot-data_summary.md,2023-01-02,FLSP Pilot Data Summary,pilots,pilot-data,,csv,xlsx,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/pilots/pilot-data/FLSP_xlsx_downloads,NA,NA,,,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,7624,4269,,Site FLSP FloodLAMP pilot data summary based on curated CSV extracts. Total tubes run: 524; Total positive tubes: 25; Total participants: 1061; Date range: 2020-12-07 to 2023-01-08.,0
FTFC_pilot-data_summary.md,2026-01-25,FTFC_pilot-data_summary.md,2021-06-18,FTFC Pilot Data Summary,pilots,pilot-data,,csv,xlsx,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/pilots/pilot-data/FTFC_xlsx_downloads,NA,NA,,,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,2679,1891,,"FTFC was a conference-based pilot at the FTFC Eagles EMS Leadership Conference in Ft. Lauderdale, FL, where FloodLAMP staff provided pooled and individual self-collection testing for EMS personnel and conference attendees at the Hard Rock Hotel, Fort Lauderdale. The short 5-day program (2021-06-14 to 2021-06-18) tested 61 tubes from 195 participants with no positive tubes detected. The pop-up ""lab"" was brought out in a suitcase and setup in a hotel storage room where the sample processing was done.",0
KENT_pilot-data_summary.md,2026-01-25,KENT_pilot-data_summary.md,2021-07-29,KENT Pilot Data Summary,pilots,pilot-data,,csv,xlsx,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/pilots/pilot-data/KENT_xlsx_downloads,NA,NA,,,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,2748,1929,,"Kent (KENT) was a youth camp testing program at Camp Kenmont in Kent, CT, where volunteers and camp staff operated FloodLAMP for pooled HCW-collected testing of young adult campers and staff, brought up remotely, and using the FloodLAMP mobile app. The 1-month summer program (2021-06-28 to 2021-07-29) tested 190 tubes from 696 participant results (avg pool size 3.7) with 2 positive tubes detected.",0
NDHM_pilot-data_summary.md,2026-01-25,NDHM_pilot-data_summary.md,2022-10-03,NDHM Pilot Data Summary,pilots,pilot-data,,csv,xlsx,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/pilots/pilot-data/NDHM_xlsx_downloads,NA,NA,,,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,3629,2266,,"Needham Beth Shalom School (NDHM) was a K-12 school in Needham, MA that used FloodLAMP for pooled household self-collection testing, with on-site test processing by school staff using a standard configuration. The program tested students, staff, and their families over 5 months (2022-05-02 to 2022-10-03), running 80 tubes from 190 participant results with no positive tubes detected.",0
ROSA_pilot-data_summary.md,2026-01-25,ROSA_pilot-data_summary.md,2021-12-17,ROSA Pilot Data Summary,pilots,pilot-data,,csv,xlsx,NA,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/pilots/pilot-data/ROSA_xlsx_downloads,NA,NA,,,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,3349,2179,,"Rosa (ROSA) was a TV production FloodLAMP supported pilot program in Davie, FL, where Davie Fire and Rescue operated surveillance testing for individual (non-pooled) HCW-collected testing of TV production staff at the production set. The program ran over 3 months (2021-09-28 to 2021-12-17), testing 781 tubes from 156 unique individuals with 1 positive tube detected, which was confirmed with antigen testing.",0
aggregate_pilot-data_summary.md,2026-01-25,aggregate_pilot-data_summary.md,2026-01-25,Aggregate Pilot Data Summary,pilot-data,aggregate,,csv,xlsx,https://docs.google.com/spreadsheets/d/1b1uWHNGBL9yatTUNnzrbOTdWOMlD-XYVsn4V6pSYmmk,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/pilots/pilot-data/Aggregate%20Pilot%20Data%20Summary.xlsx,NA,NA,,,CC BY 4.0 - https://creativecommons.org/licenses/by/4.0/,9387,4917,Aggregated statistics across all FloodLAMP pilot sites.,Aggregate FloodLAMP pilot data summary across all sites. Total tubes run: 16715; Total positive tubes: 889; Total participants: 37200; Date range: 2020-12-07 to 2023-06-04.,0
2020-12-01_CDC EUA IFU - CDC 2019-Novel Coronavirus (2019-nCoV) Real-Time RT-PCR Diagnostic Panel.md,2026-03-03 BA fixed html and other glaring issues,2020-12-01_CDC EUA IFU - CDC 2019-Novel Coronavirus (2019-nCoV) Real-Time RT-PCR Diagnostic Panel.md,2020-12-01,CDC EUA IFU - CDC 2019-Novel Coronavirus (2019-nCoV) Real-Time RT-PCR Diagnostic Panel,regulatory,fda-euas,,docx,docx,https://docs.google.com/document/d/1rpJvrD1zAgna5KCIAfZx_eNRvP6pZKDe,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-euas/2020-12-01_CDC%20EUA%20IFU%20-%20CDC%202019-Novel%20Coronavirus%20%282019-nCoV%29%20Real-Time%20RT-PCR%20Diagnostic%20Panel.docx,https://drive.google.com/file/d/1WKU2z1nZ_L0uZRhSCYpxAMLBp-e2tBtW,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-euas/2020-12-01_CDC%20EUA%20IFU%20-%20CDC%202019-Novel%20Coronavirus%20%282019-nCoV%29%20Real-Time%20RT-PCR%20Diagnostic%20Panel.pdf,docx,pandoc,Public Domain,44009,27009,,"The CDC “2019-Novel Coronavirus (2019-nCoV) Real-Time RT-PCR Diagnostic Panel” EUA Instructions for Use detail how CLIA high-complexity laboratories perform, analyze, and report the CDC N1/N2/RP RT-PCR assay for SARS-CoV-2 across authorized respiratory specimen types. It provides end-to-end workflows for reagent prep, nucleic acid extraction options, ABI 7500 Fast Dx run setup, controls/interpretation rules, and performance characteristics (including LoD and specificity). It also includes appendices for heat-treatment as an extraction alternative and for pooled testing (up to 4 specimens) with guidance on implementation and ongoing monitoring.",0
2020-02-29_FDA Guidance - COVID IVD Test Developers v1.md,2026-03-04 by BA,2020-02-29_FDA Guidance - COVID IVD Test Developers v1.md,2020-02-29,FDA Guidance - COVID IVD Test Developers v1,regulatory,fda-policy,,pdf,docx,https://docs.google.com/document/d/1ldfbrQXievTqNcIeQi0-BVkwlGu1P4e8,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-02-29_FDA%20Guidance%20-%20COVID%20IVD%20Test%20Developers%20v1.docx,https://drive.google.com/file/d/1uoLP2EJrJEjgMtdMmsUOSn4HZ0XZp_x5,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-02-29_FDA%20Guidance%20-%20COVID%20IVD%20Test%20Developers%20v1.pdf,pdf,claude,Public Domain,2610,1961,,"The FDA Guidance for COVID-19 IVD Test Developers v1 establishes an accelerated policy allowing CLIA-certified high-complexity laboratories to develop, validate, and use SARS-CoV-2 molecular diagnostic tests prior to Emergency Use Authorization during the early public health emergency. It outlines minimum expectations for validation, FDA notification, result reporting, and EUA submission while permitting temporary clinical use to rapidly expand testing capacity. This guidance shaped early laboratory testing practices by balancing speed with basic analytical and clinical safeguards.",0
2020-03-16_FDA Guidance - COVID IVD Test Developers v2.md,2026-03-04 by BA,2020-03-16_FDA Guidance - COVID IVD Test Developers v2.md,2020-03-16,FDA Guidance - COVID IVD Test Developers v2,regulatory,fda-policy,,pdf,docx,https://docs.google.com/document/d/1-zO3MLxstI36OMxAVf9sMtC9UHwXw49L,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-03-16_FDA%20Guidance%20-%20COVID%20IVD%20Test%20Developers%20v2.docx,https://drive.google.com/file/d/1-Vd8UMwecmMKVLa2FaIh52fOEBYDur63,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-03-16_FDA%20Guidance%20-%20COVID%20IVD%20Test%20Developers%20v2.pdf,pdf,claude,Public Domain,5900,4566,,"The FDA Guidance for COVID IVD Test Developers v2 expands the February 29, 2020 policy by covering not only CLIA high-complexity laboratory-developed molecular tests but also state-authorized testing pathways, commercial manufacturer test distribution prior to EUA, and serology testing policies during the public health emergency. It provides validation study recommendations by test type (molecular, antigen, serology) and sets expectations for notification, transparency in reporting, and EUA submission timelines while allowing limited use during review. The guidance helped scale U.S. testing capacity by defining flexible, risk-managed routes for labs and manufacturers to deploy validated tests quickly.",0
2020-03-31_FDA Website - EUA for Molecular Diagnostic Tests.md,2026-03-04 by BA,2020-03-31_FDA Website - EUA for Molecular Diagnostic Tests.md,2020-03-31,FDA Website - EUA for Molecular Diagnostic Tests,regulatory,fda-policy,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,285,170,date converted 2024-03-27,"The FDA umbrella EUA for molecular laboratory-developed tests (LDTs) for SARS-CoV-2 outlines eligibility criteria, including CLIA high-complexity certification and use limited to the single developing laboratory, with authorized tests listed in Appendix A. It also notes the November 15, 2021 reissuance that limited authorization to tests already in Appendix A and provides links to the authorization letter and provider/patient fact sheets.",0
2020-04-28_FDA Website - Umbrella EUA for Independently Validated Serology Tests.md,2026-03-04 by BA,2020-04-28_FDA Website - Umbrella EUA for Independently Validated Serology Tests.md,2020-04-28,FDA Website - Umbrella EUA for Independently Validated Serology Tests,regulatory,fda-policy,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,271,181,date converted 2024-04-05,"The Umbrella EUA for Independently Validated SARS-CoV-2 Serology Tests describes FDA’s April 28, 2020 authorization pathway for antibody tests validated through designated government studies such as NIH/NCI. It explains that no tests were ultimately authorized under this umbrella and that FDA revoked the EUA on July 21, 2020 in favor of issuing individual EUAs with test-specific conditions and broader, more flexible scopes of authorization.",0
2020-05-04_FDA Guidance - COVID IVD Test Developers v3.md,2026-03-04 by BA,2020-05-04_FDA Guidance - COVID IVD Test Developers v3.md,2020-05-04,FDA Guidance - COVID IVD Test Developers v3,regulatory,fda-policy,,pdf,docx,https://docs.google.com/document/d/1znZ6frcoKUCeafYZdDkTZ1S2r9uklCrH,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-05-04_FDA%20Guidance%20-%20COVID%20IVD%20Test%20Developers%20v3.docx,https://drive.google.com/file/d/1gH7xdIi7L0hRx97Eob9oEUcMSend_7f7,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-05-04_FDA%20Guidance%20-%20COVID%20IVD%20Test%20Developers%20v3.pdf,pdf,claude,Public Domain,18972,14273,,"The FDA Guidance for COVID IVD Test Developers v3 revises the March 16, 2020 policy to further scale pandemic testing while tightening oversight, especially for commercial serology tests, and adding streamlined EUA templates and pathways (including NIH/NCI-evaluated serology under an umbrella EUA). It keeps the core CLIA lab and commercial manufacturer “validate + notify + submit EUA within a set window” approach but adds clearer enforcement levers like FDA website listing/removal if submissions aren’t timely and more explicit rules for modifications and bridging studies. The guidance provides updated validation recommendations by test type and reflects the shift from early flexibility toward stronger performance and labeling controls as more data and market experience accumulated.",0
2020-05-11_FDA Guidance - COVID IVD Test Developers v4.md,2026-03-04 by BA,2020-05-11_FDA Guidance - COVID IVD Test Developers v4.md,2020-05-11,FDA Guidance - COVID IVD Test Developers v4,regulatory,fda-policy,,pdf,docx,https://docs.google.com/document/d/1sN6jmf7QO8-vVP3NyP63bfPEKt30kvce,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-05-11_FDA%20Guidance%20-%20COVID%20IVD%20Test%20Developers%20v4.docx,https://drive.google.com/file/d/156DvhiACDugunlE7Bxu7qmmroCgCR_fB,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-05-11_FDA%20Guidance%20-%20COVID%20IVD%20Test%20Developers%20v4.pdf,pdf,claude,Public Domain,9407,7302,,"The FDA Guidance for COVID IVD Test Developers v4 updates the May 4, 2020 policy by emphasizing the expanded availability of downloadable EUA templates for different COVID-19 test types and clarifying expectations for labs, states, and commercial manufacturers operating under enforcement discretion during the public health emergency. It maintains the core “validate + notify + submit EUA within a defined window” framework (including listing/removal on FDA’s notification pages) while continuing tighter controls and labeling expectations for serology tests and broader validation guidance for molecular, antigen, and serological assays. The guidance helps developers navigate a more standardized EUA process by pairing policy flexibilities with clearer submission tools and oversight triggers.",0
2020-05-29_FDA Template - Home Specimen Collection Molecular Diagnostic Template.md,2026-03-04 by BA,2020-05-29_FDA Template - Home Specimen Collection Molecular Diagnostic Template.md,2020-05-29,FDA Template - Home Specimen Collection Molecular Diagnostic Template,regulatory,fda-policy,,gdoc,docx,https://docs.google.com/document/d/1q3PbLhynUpyUkF-XkqQwVIy8ObeEQUzH0NNchRFEiqM,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-05-29_FDA%20Template%20-%20Home%20Specimen%20Collection%20Molecular%20Diagnostic%20Template.docx,https://drive.google.com/file/d/1H7qxRSJ-M1aBj1bTTdbeljQXmkmrvIJd,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-05-29_FDA%20Template%20-%20Home%20Specimen%20Collection%20Molecular%20Diagnostic%20Template.pdf,docx,pandoc,Public Domain,6903,4869,,"The FDA Home Specimen Collection Molecular Diagnostic Template provides detailed recommendations for data, validation, and labeling needed to support pre-EUA/EUA submissions for prescription home collection kits used with authorized SARS-CoV-2 molecular assays. It specifies requirements for device description, manufacturing, shipping stability, usability, and clinical validation to ensure samples collected at home remain suitable for accurate laboratory testing. The template enables manufacturers and laboratories to standardize submissions and safely expand access to home-based COVID-19 specimen collection during the public health emergency.",0
2020-07-21_FDA Letter - Serology IVD Umbrella Revocation.md,2026-03-04 by BA,2020-07-21_FDA Letter - Serology IVD Umbrella Revocation.md,2020-07-21,FDA Letter - Serology IVD Umbrella Revocation,regulatory,fda-policy,,pdf,docx,https://docs.google.com/document/d/10alSr49q6Asxz7EN7eZ3QCqTF04Dic_o,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-07-21_FDA%20Letter%20-%20Serology%20IVD%20Umbrella%20Revocation.docx,https://drive.google.com/file/d/1oYZw2TXJUthcT1Nw7FARgjj17adCS06x,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-07-21_FDA%20Letter%20-%20Serology%20IVD%20Umbrella%20Revocation.pdf,pdf,claude,Public Domain,704,483,,"The FDA Serology IVD Umbrella Revocation letter announces the July 21, 2020 revocation of the April 28, 2020 umbrella EUA for certain SARS-CoV-2 antibody tests evaluated through NIH/NCI or other designated government validation. It explains that FDA shifted to issuing individual EUAs to allow test-specific indications, conditions of authorization, and more flexible amendments, even though no tests had been added to the umbrella EUA’s authorized list. This change tightened oversight and enabled more tailored regulatory control over serology test performance and labeling.",0
2020-07-28_FDA Template - Molecular Diagnostic Template for Commercial Manufacturers.md,2026-03-04 by BA,2020-07-28_FDA Template - Molecular Diagnostic Template for Commercial Manufacturers.md,2020-07-28,FDA Template - Molecular Diagnostic Template for Commercial Manufacturers,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1FWhHbpMOCezPXxhqFQ4lcSdcWr9ymoPK,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-07-28_FDA%20Template%20-%20Molecular%20Diagnostic%20Template%20for%20Commercial%20Manufacturers.docx,https://drive.google.com/file/d/1tyB60wMUVIcWN_lubM6rveH69LIqiKsd,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-07-28_FDA%20Template%20-%20Molecular%20Diagnostic%20Template%20for%20Commercial%20Manufacturers.pdf,docx,pandoc,Public Domain,20960,15074,,"The FDA Molecular Diagnostic Template for Commercial Manufacturers is a detailed regulatory framework outlining recommended data, validation studies, and documentation for pre-EUA and EUA submissions of SARS-CoV-2 molecular diagnostic tests. It standardizes how manufacturers present analytical, clinical, manufacturing, and pooling performance information to FDA during the COVID-19 public health emergency.",0
2020-07-29_FDA Template - For Manufacturers of Molecular and Antigen Diagnostic COVID-19 Tests for Non-Laboratory Use.md,2026-03-04 by BA,2020-07-29_FDA Template - For Manufacturers of Molecular and Antigen Diagnostic COVID-19 Tests for Non-Laboratory Use.md,2020-07-29,FDA Template - For Manufacturers of Molecular and Antigen Diagnostic COVID-19 Tests for Non-Laboratory Use,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/13h-zhpM5i5FWbNsCF7YxKpyeBsQyJk2O,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-07-29_FDA%20Template%20-%20For%20Manufacturers%20of%20Molecular%20and%20Antigen%20Diagnostic%20COVID-19%20Tests%20for%20Non-Laboratory%20Use.docx,https://drive.google.com/file/d/1mCrJMZs-3PF-FTrHrr7zIeDJyIaY-83z,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-07-29_FDA%20Template%20-%20For%20Manufacturers%20of%20Molecular%20and%20Antigen%20Diagnostic%20COVID-19%20Tests%20for%20Non-Laboratory%20Use.pdf,docx,pandoc,Public Domain,9546,6688,,"The FDA Template for Manufacturers of Molecular and Antigen Diagnostic COVID-19 Tests for Non-Laboratory Use outlines recommended data, validation studies, and submission structure for pre-EUA and EUA requests covering home and other non-laboratory testing settings. It emphasizes analytical performance, usability, flex studies, clinical evaluation in symptomatic and asymptomatic users, and result reporting to public health authorities. The template guides manufacturers in designing and documenting tests intended for lay users while addressing the higher risk of user error outside traditional laboratories.",0
2020-08-04_FDA Policy IVD - Sensitivity and Specificity Study Outline ABBREVIATED STUDY.md,2026-03-04 by BA,2020-08-04_FDA Policy IVD - Sensitivity and Specificity Study Outline ABBREVIATED STUDY.md,2020-08-04,FDA Policy IVD - Sensitivity and Specificity Study Outline ABBREVIATED STUDY,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1FMvrhPsnQmty_4uPUNfBY5CWV3MJb1Eh,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-08-04_FDA%20Policy%20IVD%20-%20Sensitivity%20and%20Specificity%20Study%20Outline%20ABBREVIATED%20STUDY.docx,https://drive.google.com/file/d/19SljciDKAcVOk7hX9gfyQmeHzNhsx-Zs,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-08-04_FDA%20Policy%20IVD%20-%20Sensitivity%20and%20Specificity%20Study%20Outline%20ABBREVIATED%20STUDY.pdf,docx,pandoc,Public Domain,2787,1817,,"The FDA Sensitivity and Specificity Study Outline (Abbreviated/Minimum Requirement) specifies a standardized protocol for evaluating SARS-CoV-2 diagnostic device performance using the FDA SARS-CoV-2 Reference Panel, including matrix suitability checks, LoD range-finding and confirmation (up to 20 replicates), and Ct-based reporting. It guides manufacturers on preparing dilution series, running blinded controls (T2–T5), and summarizing results (including a mean Ct vs log10 concentration plot) so FDA can compare new devices against previously authorized tests.",0
2020-08-04_FDA Policy IVD - Sensitivity and Specificity Study Outline FULL STUDY.md,2026-03-04 by BA,2020-08-04_FDA Policy IVD - Sensitivity and Specificity Study Outline FULL STUDY.md,2020-08-04,FDA Policy IVD - Sensitivity and Specificity Study Outline FULL STUDY,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1SqJHxNoWQvg1EIY-Dr2ngahed4UIY2Oo,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-08-04_FDA%20Policy%20IVD%20-%20Sensitivity%20and%20Specificity%20Study%20Outline%20FULL%20STUDY.docx,https://drive.google.com/file/d/15aOYfuHk4JV44odELrt66CvA_carCuPm,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-08-04_FDA%20Policy%20IVD%20-%20Sensitivity%20and%20Specificity%20Study%20Outline%20FULL%20STUDY.pdf,docx,pandoc,Public Domain,2684,1730,has what looks like html or xml tags and non-pipe table format,"The FDA Sensitivity and Specificity Study Outline (Full Study) is a step-by-step protocol for evaluating SARS-CoV-2 test performance using the FDA Verification Panel, including LoD determination/corroboration, dilution schemes, replicate testing, and blinded controls (T2–T5). It standardizes how developers generate and report Ct-based sensitivity/specificity results—plus a required Ct vs. log10 concentration plot—so FDA can compare new and previously authorized COVID-19 assays under consistent conditions.",0
2020-08-24_FDA Policy IVD - Pooled Sample Testing and Screening Testing for COVID-19.md,2026-03-04 by BA,2020-08-24_FDA Policy IVD - Pooled Sample Testing and Screening Testing for COVID-19.md,2020-08-24,FDA Policy IVD - Pooled Sample Testing and Screening Testing for COVID-19,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1zUrK-zdaEbo4pRihH60blFNzvDfmcW5QJfYOBCaVKHk,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-08-24_FDA%20Policy%20IVD%20-%20Pooled%20Sample%20Testing%20and%20Screening%20Testing%20for%20COVID-19.docx,https://drive.google.com/file/d/1vW6FNrru6W_OWgL8Nr_wubXYmFmU9HwR,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-08-24_FDA%20Policy%20IVD%20-%20Pooled%20Sample%20Testing%20and%20Screening%20Testing%20for%20COVID-19.pdf,docx,pandoc,Public Domain,3275,2001,,"The FDA “Pooled Sample Testing and Screening Testing for COVID-19” policy summarizes federal recommendations and linked resources for validating and using SARS-CoV-2 IVDs in pooled-sample workflows and in screening of asymptomatic individuals. It defines pooled testing approaches (sample/media vs. swab pooling), highlights key validation expectations (including ≥85% PPA vs. individual testing) and reporting/CLIA considerations to mitigate dilution-driven false negatives. It also distinguishes screening from surveillance testing and provides practical guidance for providers on when highly sensitive tests, serial testing, and confirmatory testing may be appropriate.",0
2020-10-26_FDA Template - Antigen Template for Test Developers.md,2026-03-04 by BA,2020-10-26_FDA Template - Antigen Template for Test Developers.md,2020-10-26,FDA Template - Antigen Template for Test Developers,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1OyO2APHZT9jSsb8K_CfHwLvWHUYPGI5O,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2020-10-26_FDA%20Template%20-%20Antigen%20Template%20for%20Test%20Developers.docx,https://drive.google.com/file/d/1RqXofsfYYYPUt_aHN9z9l46tMDWtiY6y,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2020-10-26_FDA%20Template%20-%20Antigen%20Template%20for%20Test%20Developers.pdf,docx,pandoc,Public Domain,13046,8393,,"The FDA “Antigen Template for Test Developers” is an interactive EUA review template that specifies the data, validation studies, and labeling information recommended for SARS-CoV-2 antigen test submissions. It details analytical, clinical, stability, manufacturing, software, and point-of-care performance expectations to support intended use claims, including screening and asymptomatic testing. It is used by test developers to structure pre-EUA/EUA submissions and align study design with FDA review expectations during the COVID-19 public health emergency.",0
2021-03-13_FDA Fact Sheet - Screening for COVID-19 Deciding Which Test to Use When Establishing Testing Programs.md,2026-03-04 by BA,2021-03-13_FDA Fact Sheet - Screening for COVID-19 Deciding Which Test to Use When Establishing Testing Programs.md,2021-03-13,FDA Fact Sheet - Screening for COVID-19 Deciding Which Test to Use When Establishing Testing Programs,regulatory,fda-policy,,pdf,docx,https://docs.google.com/document/d/1m4HObbyS64MgEHEjBI8qo8tRdMwaMzLh,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2021-03-13_FDA%20Fact%20Sheet%20-%20Screening%20for%20COVID-19%20Deciding%20Which%20Test%20to%20Use%20When%20Establishing%20Testing%20Programs.docx,https://drive.google.com/file/d/1R2Li5C0Ocvbin1IHQRAwiYZQ9RfFe3oE,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-03-13_FDA%20Fact%20Sheet%20-%20Screening%20for%20COVID-19%20Deciding%20Which%20Test%20to%20Use%20When%20Establishing%20Testing%20Programs.pdf,pdf,claude,Public Domain,967,796,,"The FDA fact sheet “Screening for COVID-19: Deciding Which Test to Use When Establishing Testing Programs” explains how screening of asymptomatic individuals differs from diagnostic testing and why tests have specific authorized use claims. It provides practical guidance for schools, workplaces, and communities on selecting tests, including considerations around sensitivity, turnaround time, pooling, serial testing, and interpreting presumptive negative results. It is useful for designing screening programs that align test performance with public health goals and mitigation strategies.",0
2021-03-16_FDA Template - Supplemental Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Screening with Serial Testing.md,2026-03-04 by BA,2021-03-16_FDA Template - Supplemental Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Screening with Serial Testing.md,2021-03-16,FDA Template - Supplemental Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Screening with Serial Testing,regulatory,fda-policy,,docx,docx,https://docs.google.com/document/d/1BGy9inkqbEknOnry56qBgFuzzZ-Wj4Xk,https://raw.githubusercontent.com/FocusOnFoundationsNonprofit/floodlamp-archive/main/regulatory/fda-policy/2021-03-16_FDA%20Template%20-%20Supplemental%20Template%20for%20Developers%20of%20Molecular%20and%20Antigen%20Diagnostic%20COVID-19%20Tests%20for%20Screening%20with%20Serial%20Testing.docx,https://drive.google.com/file/d/1J6jb30Gfn8udjX_wb6YXqjPMQfrwCwUP,https://github.com/FocusOnFoundationsNonprofit/floodlamp-archive/blob/main/regulatory/fda-policy/2021-03-16_FDA%20Template%20-%20Supplemental%20Template%20for%20Developers%20of%20Molecular%20and%20Antigen%20Diagnostic%20COVID-19%20Tests%20for%20Screening%20with%20Serial%20Testing.pdf,docx,pandoc,Public Domain,1998,1280,,"The FDA “Supplemental Template for Developers of Molecular and Antigen Diagnostic COVID-19 Tests for Screening with Serial Testing” outlines recommended data and labeling elements to support EUA requests for screening claims that rely on serial testing rather than pre-authorization asymptomatic studies. It specifies expected serial testing intervals (typically twice over 2–3 days, 24–36 hours apart), clinical performance expectations (including PPA thresholds and confidence intervals for POC/at-home tests), and how these recommendations supplement the primary molecular/antigen EUA templates. It also describes likely post-authorization study conditions to establish asymptomatic performance and how results could affect continued authorization.",0
2021-03-16_FDA Website - FDA takes steps to streamline path for COVID-19 screening tools.md,2026-03-04 by BA,2021-03-16_FDA Website - FDA takes steps to streamline path for COVID-19 screening tools.md,2021-03-16,FDA Website - FDA takes steps to streamline path for COVID-19 screening tools,regulatory,fda-policy,,website,NA,NA,NA,NA,NA,docx,manual cut and paste,Public Domain,955,709,date converted 2024-06-20,"The FDA takes steps to streamline the path for COVID-19 screening tools announces a March 16, 2021 policy to accelerate EUAs for tests used in serial screening of asymptomatic individuals. It outlines a new supplemental EUA template allowing certain molecular, antigen, and at-home tests to be authorized for screening and OTC use based on strong symptomatic performance combined with serial testing. The update also provides guidance to schools, workplaces, and communities on selecting appropriate tests for screening programs.",0
